age,gender,extraversion,agreeableness,conscientiousness,neuroticism,openness
20,1,1.9,2.0,2.7,3.3,4.2
26,1,4.0,2.9,4.0,2.4,3.9
21,1,2.1,2.8,3.1,2.7,3.5
19,2,2.9,2.9,3.0,2.6,4.2
22,2,1.8,3.1,4.1,3.6,3.8
17,1,3.8,4.5,4.0,2.3,4.2
16,2,3.5,3.5,2.8,3.0,3.3
17,2,4.8,3.8,2.2,3.0,3.9
14,2,1.2,2.7,2.3,3.7,3.6
30,2,3.8,4.2,3.5,2.6,4.0
47,1,4.5,3.7,2.7,2.6,4.0
21,2,3.9,4.5,3.1,2.9,3.1
23,1,2.1,2.9,3.1,2.9,4.2
17,2,3.0,3.6,3.2,3.4,3.9
48,2,3.9,4.1,2.7,3.0,3.6
16,2,2.5,3.7,2.9,3.3,3.6
15,2,2.6,3.5,2.8,3.2,3.7
15,2,2.0,1.8,2.9,3.7,4.3
32,2,3.3,3.9,2.9,3.2,2.8
30,2,3.4,4.2,3.8,3.5,4.0
20,2,3.9,4.4,4.0,3.0,3.7
21,2,2.4,3.9,2.5,3.7,4.1
25,1,4.0,2.7,4.0,3.0,3.7
18,2,2.1,3.7,1.8,3.4,3.0
23,2,3.5,3.8,3.7,3.5,3.7
21,2,2.6,3.7,2.6,3.9,4.3
16,1,4.2,3.6,3.5,3.4,3.6
30,2,3.2,3.8,3.8,3.1,3.2
36,1,2.8,2.7,3.0,2.7,3.7
32,1,1.6,2.7,3.4,2.9,3.4
29,2,4.1,4.3,3.5,2.8,3.8
21,2,1.5,4.5,3.6,3.2,3.3
15,2,4.0,4.2,4.4,3.1,3.4
57,1,1.2,3.5,4.2,2.3,4.3
20,1,3.8,3.8,2.9,3.3,3.5
49,2,4.3,4.2,4.5,2.7,3.7
50,2,3.9,4.3,3.4,2.7,4.4
38,2,1.5,3.6,4.5,3.6,3.9
44,2,4.9,4.4,3.5,3.3,4.2
24,1,3.3,3.6,2.9,3.4,3.9
17,2,2.8,4.1,2.4,2.9,3.0
16,2,3.3,4.0,2.9,3.3,3.5
16,2,2.3,4.4,3.0,2.6,4.1
17,1,2.2,3.3,3.0,3.2,3.5
18,2,4.2,4.0,3.0,4.0,3.8
20,2,2.9,3.7,3.3,3.0,3.5
56,2,2.8,3.7,2.8,3.6,3.8
30,1,3.1,3.9,4.4,2.9,4.1
26,2,3.2,4.2,3.2,3.3,3.7
18,2,2.6,3.7,3.0,2.9,4.2
51,2,2.9,3.7,2.7,3.5,3.0
22,2,2.5,3.9,3.7,3.2,3.3
44,2,1.0,2.8,3.0,3.5,3.3
14,2,2.2,4.3,3.8,2.9,3.9
50,1,3.2,3.8,3.6,3.0,4.0
26,2,2.9,3.7,4.0,3.7,3.8
25,1,4.9,4.1,2.4,2.8,3.7
26,2,2.2,4.0,3.4,3.8,4.0
14,2,1.3,3.8,3.1,3.4,3.9
14,1,4.6,3.4,4.2,2.4,4.2
15,2,1.9,3.9,2.4,3.4,3.3
15,1,1.1,3.4,4.5,2.9,2.6
16,1,2.0,3.0,2.8,3.3,3.4
15,1,2.0,3.5,3.0,3.3,3.9
15,1,1.2,2.8,2.0,3.6,3.5
15,1,2.2,3.6,2.7,3.0,3.6
16,2,3.4,3.8,3.6,3.2,3.5
15,1,3.4,3.2,2.9,3.2,3.5
17,1,3.1,3.7,1.8,3.4,3.5
17,1,2.9,3.7,2.2,2.5,3.4
16,1,3.0,3.8,3.1,3.3,4.0
26,2,3.0,4.0,3.6,3.3,4.0
15,1,2.7,2.9,2.1,3.3,2.8
22,2,3.3,3.9,3.7,3.0,3.5
15,2,1.1,4.0,2.5,3.5,3.3
999999999,3,4.6,3.4,3.4,2.6,3.8
22,2,1.7,3.3,3.3,3.0,3.4
15,1,2.9,4.1,2.2,3.1,3.3
47,2,3.1,3.8,3.5,2.8,2.9
22,2,3.0,2.6,2.1,3.5,3.8
17,2,2.8,3.0,3.0,3.5,3.1
40,2,3.4,3.7,2.8,3.7,3.1
35,2,4.8,3.7,1.8,3.5,4.3
40,2,3.9,4.2,3.0,3.7,3.5
16,2,2.3,2.2,2.6,3.4,3.8
15,2,1.5,3.9,3.2,2.2,3.4
18,2,2.3,3.7,4.0,3.4,3.3
20,2,3.7,3.9,2.9,3.1,3.6
15,2,1.4,2.5,1.7,3.6,3.7
15,1,2.4,3.5,3.2,3.1,3.5
29,1,3.2,4.0,3.9,2.8,3.9
24,2,2.5,2.0,2.4,3.3,3.7
33,1,2.3,3.3,3.1,3.4,4.2
20,2,1.3,3.2,2.3,3.7,2.9
17,2,3.1,3.3,3.6,3.2,3.3
18,1,2.0,2.9,2.6,3.0,3.5
14,2,2.6,3.5,2.8,3.2,3.9
25,2,3.1,4.9,3.0,3.0,4.1
63,1,3.4,3.9,3.6,3.0,3.2
18,1,1.6,2.1,2.7,2.5,3.8
24,1,1.9,3.9,2.3,3.3,3.9
17,2,1.8,3.6,3.2,3.4,4.2
41,1,3.7,3.8,3.9,3.0,3.9
41,2,2.3,3.1,2.9,3.4,3.5
19,2,4.0,4.6,3.6,3.1,3.9
18,2,4.2,4.5,2.6,4.0,3.5
22,2,1.2,3.5,1.9,3.6,3.7
43,1,3.4,2.7,3.5,2.7,3.7
28,1,3.0,3.4,3.4,3.0,4.0
19,2,2.2,3.0,2.4,3.4,3.0
24,2,2.7,2.7,4.3,3.1,4.1
21,2,2.9,3.9,3.4,3.5,3.9
46,2,2.6,4.6,3.5,3.2,3.7
42,1,1.5,3.0,3.4,3.9,3.9
32,2,3.2,3.7,3.2,3.4,3.0
17,2,1.6,3.0,2.2,3.1,3.8
31,1,3.9,3.9,4.3,2.7,3.9
17,1,3.3,4.1,2.6,3.2,3.5
15,2,3.0,3.7,3.2,3.5,3.7
21,2,2.9,3.9,2.6,3.9,3.8
17,1,1.6,2.5,4.0,3.1,3.5
21,2,3.7,4.2,3.0,4.0,4.2
38,2,1.5,4.4,3.3,3.5,3.8
18,2,2.9,3.5,3.3,2.6,3.4
17,2,3.6,3.5,2.8,3.2,3.5
24,2,3.8,3.9,2.8,2.8,4.2
60,1,2.3,3.6,2.6,2.7,3.9
49,2,1.1,4.0,4.6,2.7,3.7
24,2,4.3,4.4,3.2,3.0,3.5
22,1,2.2,2.8,2.7,3.4,4.2
18,2,1.3,3.8,3.2,3.5,3.7
33,2,3.7,4.0,2.7,3.0,3.9
59,1,2.5,3.8,2.0,3.1,3.3
27,2,2.7,4.3,2.6,2.8,3.6
21,2,4.0,4.2,3.3,2.7,4.3
15,2,3.6,4.1,2.6,3.3,4.1
43,1,3.5,4.2,4.6,2.8,3.8
17,2,2.9,2.9,3.3,3.3,3.3
46,2,4.2,4.4,4.8,3.1,3.6
27,1,2.4,2.4,3.1,3.2,4.0
29,2,1.4,2.9,3.2,2.6,4.5
18,2,2.3,4.5,3.6,2.7,4.1
21,2,3.3,4.5,4.4,3.1,3.9
44,1,2.1,3.8,2.7,3.2,3.5
26,1,2.3,3.6,2.5,3.2,4.2
16,2,3.2,4.2,3.1,3.1,3.8
25,1,3.5,3.9,2.3,3.2,2.8
21,2,3.1,3.2,2.9,2.9,3.0
19,2,2.1,3.5,2.5,3.0,3.2
24,2,3.9,4.2,4.2,3.2,3.9
31,2,3.5,4.1,4.0,3.2,4.2
43,2,2.1,3.9,3.7,3.9,3.9
23,1,1.8,3.5,3.2,2.9,3.8
32,1,2.5,3.3,2.7,3.8,3.3
21,2,3.4,3.9,3.6,3.1,3.6
29,2,3.9,4.3,2.7,2.6,3.8
17,2,1.8,3.6,3.9,3.4,3.9
15,2,2.0,3.7,4.1,2.4,3.4
21,2,3.5,4.0,3.6,3.4,3.4
27,2,1.6,2.8,2.7,3.4,2.8
45,2,2.4,3.5,3.1,3.2,4.1
18,2,3.5,3.8,2.9,2.3,3.8
57,1,4.7,4.6,3.8,2.5,4.2
43,2,3.9,4.2,2.7,4.0,3.3
57,1,1.8,3.5,3.4,3.3,4.0
28,1,1.7,3.7,3.1,3.4,3.6
26,2,2.8,2.9,2.9,3.4,2.8
26,1,4.0,3.9,2.3,3.5,3.6
14,1,2.3,3.3,3.1,2.7,3.3
26,1,2.1,3.5,2.7,3.4,3.7
19,2,2.3,3.5,2.5,3.3,3.6
41,1,3.0,3.1,3.1,3.4,3.9
27,1,2.3,3.8,2.7,2.8,3.3
22,1,3.0,3.2,2.3,3.1,3.4
14,1,2.2,2.1,2.3,3.3,3.6
19,1,4.1,3.7,2.4,3.3,4.2
50,2,3.1,2.8,3.2,3.4,3.7
16,2,3.2,3.4,2.6,3.0,3.5
19,2,3.0,3.4,1.9,3.8,3.4
23,1,3.1,3.7,2.9,3.1,3.3
17,1,3.2,4.2,2.4,3.0,3.7
32,1,4.7,4.0,2.8,2.8,3.7
16,2,2.6,4.0,2.5,3.5,2.7
57,2,2.5,3.9,4.5,2.5,3.7
45,2,4.9,2.4,3.9,2.3,4.6
20,2,3.2,2.9,2.8,2.9,3.1
22,2,4.4,3.9,3.4,3.2,3.7
33,2,1.8,3.3,3.6,3.7,4.0
31,2,4.2,4.4,3.5,2.3,4.2
41,2,1.9,3.9,2.7,2.7,3.5
28,2,3.4,3.2,2.9,2.9,3.5
13,2,3.7,3.7,3.7,2.5,4.0
19,1,2.9,3.6,3.6,4.1,3.4
17,1,4.4,3.5,4.0,2.9,4.4
14,2,1.5,3.9,2.4,2.8,3.3
29,2,2.6,3.9,3.5,2.7,3.8
24,1,4.1,3.3,2.7,2.7,2.5
21,2,2.3,3.9,3.8,3.6,3.1
16,2,3.8,4.3,3.4,3.2,4.0
28,2,3.4,3.7,3.3,3.3,3.8
26,2,1.7,4.3,3.2,3.4,3.8
13,2,2.1,2.1,3.5,3.4,3.5
13,2,3.7,3.3,2.6,3.3,3.8
35,2,2.1,4.3,4.2,3.3,4.0
47,1,3.3,4.1,3.3,3.3,3.9
17,2,1.2,2.4,3.1,3.2,3.4
21,2,3.4,4.6,2.1,3.5,3.9
23,1,2.1,3.0,2.9,2.6,4.5
19,1,3.5,3.0,2.7,2.5,4.1
25,2,2.6,3.5,3.9,3.0,3.4
65,1,1.8,3.1,3.0,3.7,2.9
22,1,2.5,2.7,3.4,3.1,3.2
21,1,3.6,3.8,3.5,2.9,3.3
14,1,2.4,3.2,1.8,3.3,3.7
22,2,3.8,3.6,4.0,3.5,4.3
45,1,2.3,4.2,3.4,3.2,3.7
29,1,2.9,3.0,2.6,3.4,3.8
22,1,2.6,3.0,3.5,2.9,3.7
21,2,1.7,3.4,2.6,3.5,2.9
48,2,2.7,3.9,1.9,3.0,3.2
21,1,3.5,2.6,3.1,2.3,3.4
40,2,3.7,4.3,3.8,2.8,4.1
45,1,3.3,3.4,3.3,3.2,4.0
16,2,1.3,1.9,2.8,2.5,3.6
23,2,2.6,4.1,2.2,3.6,3.9
36,2,2.5,3.2,2.6,2.3,3.9
17,2,1.8,3.6,3.9,3.9,3.6
37,1,3.4,3.8,2.3,3.2,3.6
24,2,2.2,3.0,2.5,3.3,2.4
24,2,2.7,3.7,3.5,3.2,4.2
15,1,2.8,2.9,2.5,3.2,3.4
15,1,3.0,3.5,2.5,3.3,3.7
49,2,3.4,3.9,3.5,3.1,4.0
35,2,2.5,3.5,3.2,2.9,3.0
40,2,2.0,4.0,3.8,3.4,3.7
23,2,2.9,3.6,2.3,3.6,3.0
21,2,3.2,3.3,3.2,3.8,4.0
19,1,3.1,2.6,2.2,2.5,3.1
31,2,2.4,4.3,3.5,3.2,3.5
21,2,3.5,4.4,2.3,3.2,3.8
28,1,2.1,2.8,3.1,3.4,2.8
15,2,1.0,3.6,2.9,3.4,2.8
16,2,4.6,4.2,3.5,3.0,4.2
16,1,1.6,3.5,2.7,3.6,3.1
13,2,4.0,3.8,2.6,3.5,3.5
21,1,3.5,3.1,2.8,3.6,4.0
18,2,4.4,3.4,2.4,3.4,3.9
14,2,5.0,1.5,2.5,3.5,3.2
33,1,3.4,3.5,4.1,4.0,3.6
18,2,3.9,4.0,3.3,2.5,3.5
44,2,1.7,3.7,3.5,3.4,3.8
16,1,3.6,4.4,3.8,3.2,3.6
23,2,1.5,3.4,3.4,3.1,3.9
42,2,3.3,4.5,2.5,2.7,4.1
25,1,3.6,2.4,3.3,2.4,4.1
15,2,2.4,3.7,3.2,3.2,3.1
24,2,2.1,2.9,3.0,3.3,3.6
23,2,2.9,4.0,1.6,2.4,3.8
28,1,1.5,3.6,2.9,3.3,3.1
17,2,2.8,2.7,2.6,3.5,3.4
26,2,5.0,4.4,3.6,2.7,4.2
16,2,1.3,2.1,2.5,3.6,3.6
69,2,2.4,4.4,3.4,3.7,3.3
36,1,4.5,2.7,4.1,3.3,3.8
18,1,3.2,3.8,3.6,3.0,3.6
41,1,2.7,3.5,3.1,3.0,3.8
28,1,3.0,3.3,3.0,3.6,3.6
65,2,2.5,4.2,2.3,3.3,3.0
36,2,2.8,3.7,3.5,3.4,4.1
19,2,2.1,2.7,2.9,4.0,3.3
15,2,3.2,3.7,3.4,3.7,3.6
15,2,3.8,3.6,2.9,3.5,4.1
19,2,2.7,4.4,3.5,3.5,3.5
54,2,2.5,3.7,4.4,3.2,4.0
46,2,4.1,3.4,2.0,3.8,3.7
23,1,2.2,4.3,3.5,3.2,3.9
32,2,2.8,3.2,3.5,3.1,3.9
21,2,2.3,4.5,2.9,3.4,3.7
15,1,3.2,3.4,2.7,2.7,4.0
43,2,3.0,4.0,3.2,2.6,4.1
16,2,2.0,3.3,2.5,3.0,3.9
44,2,3.9,4.6,3.6,3.2,3.7
50,1,3.4,4.1,2.8,4.0,4.0
19,1,1.5,3.3,4.6,3.7,3.1
18,2,2.3,3.8,3.6,3.8,3.6
38,1,4.8,3.4,3.2,3.7,4.1
31,2,2.6,4.3,3.2,3.2,4.3
19,2,3.4,4.2,2.7,3.4,3.8
25,1,2.1,2.2,3.5,3.6,3.3
23,2,2.9,4.0,3.0,3.6,3.4
24,1,3.6,4.3,4.1,2.9,3.6
17,2,3.3,3.7,2.7,3.4,3.1
20,2,3.0,4.5,4.1,3.3,4.1
19,1,1.7,2.9,2.8,3.8,3.7
18,2,3.3,4.1,2.2,3.8,3.1
20,2,4.7,4.3,3.6,3.5,3.7
15,1,1.4,3.9,2.8,3.5,4.0
22,2,3.2,3.3,3.6,3.4,3.6
54,2,2.0,4.0,3.8,3.8,3.1
71,2,2.8,4.0,3.8,3.7,3.1
57,2,2.3,3.4,3.1,2.7,3.6
24,2,2.1,4.2,3.8,3.5,3.3
40,1,1.9,2.2,2.8,2.8,3.7
24,1,3.3,3.8,4.1,2.7,3.8
23,2,2.2,3.4,3.6,3.4,3.6
28,1,4.0,3.3,3.0,3.1,3.6
23,1,3.6,4.2,4.0,3.0,3.7
26,2,3.0,3.8,2.8,3.0,3.7
33,1,4.2,3.0,3.7,3.5,4.0
41,2,2.2,2.5,2.9,3.6,3.4
16,2,2.6,4.0,3.8,3.7,3.6
20,1,1.0,3.7,3.9,3.4,3.5
53,2,4.6,3.8,1.8,3.8,2.8
14,2,1.0,4.0,2.7,3.6,3.3
19,2,1.6,3.1,2.5,2.9,3.8
13,3,1.6,3.6,2.9,3.7,3.4
20,2,4.5,3.1,3.3,3.6,4.0
18,2,1.4,3.8,3.4,3.4,3.0
63,2,4.0,4.5,4.1,2.6,4.0
45,1,3.1,2.0,3.0,2.0,4.2
14,1,1.8,2.8,3.4,3.1,4.3
27,2,1.9,4.0,3.4,3.0,3.6
36,1,1.3,3.3,2.6,3.8,3.4
21,1,3.2,3.0,3.0,2.9,3.8
16,1,3.3,3.6,2.7,2.4,3.9
52,2,4.0,4.6,3.4,3.1,3.7
16,1,3.5,3.3,3.2,3.3,3.4
40,2,1.1,3.7,4.4,3.6,4.3
17,2,4.3,3.9,3.9,3.1,3.5
39,1,4.1,3.6,1.7,3.5,3.8
24,1,3.8,3.1,2.9,3.8,3.7
17,1,2.6,3.8,3.0,3.4,4.1
34,1,2.8,3.3,3.3,3.3,3.6
29,1,2.0,2.7,3.2,3.4,3.9
42,1,2.6,3.3,3.8,3.0,2.5
24,1,4.0,2.2,2.5,2.8,3.2
16,1,2.6,3.9,2.7,3.2,3.6
30,1,2.4,3.9,3.9,2.9,3.4
19,3,2.7,3.5,3.1,3.1,3.9
20,2,1.4,2.9,3.5,3.2,4.1
21,2,2.3,3.7,2.8,3.6,3.6
23,2,2.1,3.7,4.0,3.8,3.3
20,1,1.3,3.2,4.0,3.4,3.7
19,1,2.9,3.4,3.3,3.3,4.1
46,2,3.0,4.1,2.8,3.7,3.8
18,1,2.5,2.8,2.6,3.2,3.4
21,2,2.5,3.5,2.5,3.2,3.7
37,1,4.4,3.7,3.2,2.9,4.0
32,2,3.1,4.3,3.5,3.1,3.1
14,2,2.7,4.2,3.3,3.1,3.7
46,1,2.6,3.5,3.6,3.1,4.2
18,1,2.6,4.0,3.5,3.0,3.7
28,1,1.1,3.9,2.5,3.1,4.3
23,1,3.0,3.0,2.9,3.0,2.9
18,2,3.9,4.2,3.3,2.9,2.7
16,1,2.1,4.3,4.2,3.3,3.3
29,2,3.2,3.6,3.6,2.7,3.8
30,2,2.4,2.9,3.0,3.0,3.0
32,2,3.7,3.4,4.1,3.2,3.6
20,1,1.0,4.0,2.2,3.7,2.9
37,1,3.3,3.2,4.0,3.9,4.0
18,1,4.0,4.4,3.5,2.2,3.8
15,2,3.0,3.8,2.6,2.7,3.3
25,1,1.6,2.4,3.9,3.6,4.3
26,1,3.4,3.8,2.1,3.0,4.1
23,1,3.7,4.2,3.7,2.9,3.3
31,1,2.3,3.3,4.1,3.3,3.7
21,2,2.4,3.3,2.9,3.3,4.0
16,2,3.4,3.3,2.5,3.0,3.7
23,2,3.1,2.9,3.4,2.9,4.1
32,1,2.2,2.3,4.2,3.8,4.0
17,2,3.5,3.9,3.2,4.1,3.9
20,2,3.5,4.2,4.0,3.4,4.0
23,2,2.2,3.8,3.1,3.4,3.2
42,2,2.1,3.7,3.4,3.1,3.4
24,2,2.0,2.8,3.0,3.4,3.9
31,1,4.6,4.0,2.7,3.3,3.6
21,2,3.1,3.8,3.5,3.5,3.9
22,1,3.0,3.6,3.3,3.5,4.0
28,2,3.5,4.4,2.5,2.7,3.9
26,2,3.5,4.2,3.5,3.6,4.0
18,1,1.8,3.1,4.2,3.1,3.2
46,1,2.4,3.5,3.1,2.9,3.9
41,2,2.9,4.1,3.7,3.4,3.6
51,1,4.0,3.9,3.8,2.4,4.2
18,2,3.4,3.9,3.9,3.1,3.8
23,1,2.2,3.8,3.7,2.6,3.2
44,2,3.1,3.5,3.8,3.6,3.9
27,2,3.4,3.6,3.7,3.3,3.1
15,2,1.4,3.2,2.5,3.3,3.1
55,2,4.7,4.0,4.0,3.1,3.3
19,1,3.8,3.3,2.7,2.4,4.2
16,2,1.6,2.0,2.2,3.6,3.9
53,2,3.1,4.3,3.2,3.6,4.1
23,1,3.5,4.1,2.7,2.4,4.1
22,2,4.0,4.3,4.1,3.7,4.1
28,2,4.1,4.0,4.1,2.9,3.8
16,2,3.8,4.2,3.6,2.2,3.8
21,1,2.0,3.9,2.7,3.0,3.5
40,2,3.8,3.3,4.6,2.5,4.2
26,1,3.7,3.6,4.0,3.0,3.5
21,2,1.5,3.9,2.8,3.6,4.0
45,2,1.8,3.6,4.0,3.0,4.2
14,2,3.3,3.8,2.9,3.2,3.2
17,2,3.0,3.9,3.3,3.4,4.4
16,2,4.8,1.8,4.2,4.4,4.0
25,1,2.4,4.2,2.8,3.3,3.3
19,2,1.9,3.3,3.3,3.2,3.8
15,1,2.3,3.2,3.0,3.0,3.5
27,2,3.5,3.9,3.2,3.2,4.1
49,1,3.7,4.3,3.8,2.4,3.6
25,2,3.3,4.2,3.6,2.8,4.2
19,2,3.1,3.3,2.7,3.1,3.3
22,2,2.8,4.5,4.4,2.9,3.8
60,2,1.1,3.3,1.6,3.7,2.5
15,1,2.3,1.9,2.7,3.0,3.5
24,1,3.9,3.7,2.5,3.0,3.5
23,1,3.1,3.6,3.3,2.5,3.8
28,1,3.0,3.6,4.3,2.9,4.1
23,1,2.6,3.7,3.7,2.8,3.4
31,1,2.6,3.8,4.4,3.0,2.6
52,2,3.0,4.3,4.1,2.8,3.9
20,1,1.9,3.0,3.0,3.2,4.2
18,1,1.9,2.5,2.7,2.6,3.5
15,2,1.6,4.1,2.4,3.4,3.4
16,2,3.9,3.9,3.7,3.4,3.2
15,2,1.3,3.5,2.5,3.4,3.7
66,2,1.8,3.6,3.2,3.0,3.2
43,2,1.8,3.8,2.5,3.6,4.0
42,2,2.5,4.4,3.7,3.3,3.9
15,1,2.1,3.1,2.7,3.5,3.8
30,1,1.7,1.4,3.0,3.1,4.2
43,1,2.6,3.3,3.2,3.1,3.8
15,1,2.6,3.0,2.0,2.4,4.0
15,2,4.5,4.1,3.0,3.8,3.5
21,1,3.0,2.8,3.3,3.2,3.8
15,2,1.1,3.9,2.5,3.5,3.2
38,2,4.7,4.3,2.4,2.9,3.1
25,1,3.3,3.5,3.7,3.6,3.3
26,2,3.8,4.5,4.5,3.1,3.8
22,1,2.8,3.2,2.8,3.6,3.5
29,1,4.3,4.0,3.3,2.7,3.9
19,2,2.2,3.3,2.4,3.3,3.5
39,2,3.6,4.6,4.6,2.6,3.8
40,2,2.8,4.1,3.5,3.2,3.4
40,1,2.1,2.1,3.0,3.5,4.1
40,2,3.7,3.9,4.0,3.3,3.7
14,2,3.0,2.7,2.9,3.5,3.9
22,2,3.7,4.2,3.5,3.5,4.0
28,1,3.5,2.3,3.5,3.0,4.0
20,1,3.1,2.6,4.2,3.1,4.1
25,1,2.0,2.9,2.2,3.1,3.4
49,2,4.2,3.9,4.5,2.9,4.0
52,2,3.3,4.3,2.3,2.9,3.5
18,2,4.7,4.4,3.8,2.5,4.0
19,2,4.6,4.3,2.2,2.6,4.1
45,2,1.5,4.4,3.2,3.1,3.7
25,2,4.2,4.0,2.8,3.8,3.3
66,2,4.2,4.6,4.2,2.3,3.8
34,2,3.2,3.9,4.2,2.8,3.5
23,2,2.0,3.6,3.0,2.9,3.9
25,1,2.8,3.9,2.9,3.0,3.7
28,1,3.8,4.4,4.2,3.8,4.1
31,2,3.1,4.0,3.6,3.1,3.4
26,2,4.1,3.9,3.3,3.1,3.5
23,2,2.3,3.9,4.3,2.5,4.2
42,1,1.9,3.4,2.5,3.1,3.5
52,2,4.1,3.7,3.1,2.7,3.5
15,2,2.3,3.2,2.8,3.4,4.0
16,2,2.0,3.0,2.4,3.2,2.8
27,1,4.4,3.3,3.3,3.4,3.5
20,2,2.8,2.5,2.7,2.8,4.1
35,2,2.4,3.6,3.2,3.6,3.3
23,2,2.8,4.5,3.2,3.3,3.5
42,1,1.8,3.8,4.2,3.4,3.4
36,2,2.1,4.1,4.6,2.8,3.1
16,1,1.0,2.6,3.9,3.3,4.1
27,2,3.3,3.4,3.6,3.0,3.9
23,2,4.3,4.2,3.3,3.9,4.1
16,2,1.8,3.1,3.9,3.6,4.0
17,1,3.3,3.9,2.2,3.4,3.3
17,2,1.9,3.6,3.5,3.7,3.5
22,1,4.3,3.6,2.5,3.2,3.9
17,2,3.5,4.4,3.1,2.7,3.8
21,2,4.9,3.8,3.3,2.9,3.8
21,2,3.2,3.4,3.9,3.2,4.3
50,2,4.1,4.4,2.5,3.1,4.2
29,2,4.0,4.3,4.0,3.1,3.8
36,2,3.1,3.6,3.6,3.3,3.5
21,2,2.8,3.6,3.4,3.5,3.9
23,2,4.7,4.2,4.1,3.5,4.1
19,1,2.7,4.4,3.4,3.1,3.9
47,1,3.0,3.1,4.7,2.6,4.1
14,2,2.0,3.5,3.1,3.6,3.7
34,2,3.2,3.2,2.3,3.8,3.5
15,1,1.1,2.6,2.8,3.4,3.4
23,2,2.2,3.9,4.0,3.7,4.0
55,2,4.1,4.2,4.1,3.1,3.7
14,1,3.7,4.1,3.7,3.4,4.1
44,1,2.5,3.6,3.2,3.0,3.3
32,2,2.7,4.4,2.3,3.3,4.1
24,1,2.2,3.4,2.0,3.8,4.0
20,1,2.4,3.1,4.1,2.8,3.7
57,2,3.7,2.9,3.9,2.7,2.8
21,1,2.7,4.1,2.7,3.2,3.8
19,2,2.9,4.5,4.3,3.2,3.9
17,2,3.2,4.1,3.2,3.4,3.0
16,1,3.7,3.2,3.6,3.1,3.7
19,2,4.9,3.8,2.4,3.8,3.2
18,2,1.0,3.5,2.7,2.7,3.8
16,2,2.1,2.9,3.2,3.3,3.3
19,2,2.0,4.2,2.4,2.6,4.0
19,2,1.4,4.0,3.1,2.9,3.8
18,2,3.1,2.4,3.3,3.3,3.9
19,2,3.7,4.2,2.9,2.8,4.1
17,2,1.9,4.1,3.8,2.7,3.3
20,1,4.8,3.8,3.6,2.7,3.8
20,2,1.3,3.8,2.6,3.7,3.2
20,2,4.5,3.3,3.2,2.9,3.2
25,2,2.6,3.1,4.3,3.6,3.5
18,1,4.2,3.3,4.2,2.8,4.0
41,2,1.8,3.1,3.8,3.6,4.1
20,2,3.6,4.1,3.6,3.3,3.6
17,1,2.6,3.4,3.4,3.7,4.3
17,2,2.3,4.3,3.8,2.3,3.2
58,2,2.3,4.3,3.5,3.4,3.2
52,2,3.8,4.3,2.4,3.5,3.6
49,1,3.3,3.4,3.0,2.9,3.1
25,2,4.2,4.5,4.2,2.9,4.2
20,2,3.7,4.1,3.5,3.5,3.8
27,2,3.1,3.5,3.0,3.2,3.9
17,1,3.0,3.6,2.4,3.4,2.9
21,2,3.1,4.3,4.1,3.4,3.9
18,2,4.2,3.9,3.1,3.5,4.1
26,1,3.5,3.9,3.0,3.0,4.1
27,1,4.0,4.1,3.3,2.9,3.9
30,2,3.7,4.0,3.4,2.7,4.1
14,2,3.5,3.2,3.6,3.4,3.5
41,2,2.4,4.3,3.2,3.4,3.4
35,2,3.4,4.2,3.2,3.3,4.2
19,2,2.2,4.4,4.3,3.5,3.7
20,2,3.7,3.9,2.7,3.4,3.6
15,2,3.1,3.6,3.2,3.3,4.0
18,2,1.7,3.4,2.5,3.6,3.8
16,2,2.9,4.2,2.4,3.1,3.6
41,1,4.0,3.7,2.6,2.9,3.6
25,1,1.8,3.5,3.3,2.5,3.9
23,2,2.6,3.6,3.7,3.3,3.8
24,2,4.4,4.1,3.0,3.1,3.9
20,2,4.5,4.2,3.4,3.5,3.4
26,1,3.7,3.5,2.8,3.3,4.0
21,1,3.0,3.4,2.7,2.8,3.4
24,2,4.4,4.0,3.3,3.0,4.1
14,2,2.8,3.8,3.3,3.0,3.2
24,1,1.8,4.1,3.0,3.4,3.8
19,2,2.7,4.1,2.8,3.5,3.4
47,2,2.7,3.6,2.6,3.2,4.2
40,1,2.9,3.0,3.4,2.7,3.5
31,1,3.8,4.4,4.1,3.0,3.5
18,2,1.6,2.0,1.5,3.1,4.2
17,1,2.4,2.8,2.5,3.2,3.4
39,1,4.9,4.1,3.8,2.9,4.4
27,1,3.0,3.6,3.6,3.7,3.6
22,2,4.0,4.5,3.9,2.7,4.0
17,2,4.3,4.0,3.2,3.8,3.7
21,2,2.9,4.1,3.0,3.1,3.8
19,1,3.5,3.1,2.7,3.1,3.7
23,2,3.5,4.2,2.6,3.4,2.6
21,1,2.6,3.0,2.8,3.0,3.7
19,1,3.3,3.1,3.0,3.1,3.9
26,1,4.1,4.0,2.8,3.2,3.3
14,2,4.2,3.1,3.1,3.7,3.2
39,2,3.3,4.4,3.6,2.8,3.8
1993,2,2.7,2.8,3.4,3.0,3.2
17,2,3.7,3.6,3.3,3.1,3.3
16,2,3.1,3.9,3.3,2.7,4.0
17,2,4.2,4.5,3.2,3.3,3.0
39,2,4.0,4.6,3.4,2.5,3.4
19,2,4.1,4.2,3.0,3.3,3.9
18,2,2.0,4.0,3.8,2.8,4.1
28,2,3.8,3.5,3.5,3.4,3.6
